,country,year,Effective Parliament (highest score=1),Election free and fair (highest score=1),Election government intimidation (highest score=1),Voter turnout (highest score=1),Fair trial (highest score=1),Judicial Independence (highest score=1),Predictable Enforcement (highest score=1),Freedom of Religion (highest score=1),Free Political Parties (highest score=1),Harassment of journalists (highest score=1),Media bias (highest score=1),Media freedom (highest score=1),Freedom of the Press (highest score=1),Gender Equality (highest score=1),Educational equality (highest score=1),Health equality (highest score=1),Infant mortality rate (highest score=1),Life expectancy (highest score=1),Mean years of schooling (highest score=1),Human Development Index
757,Luxembourg,1991,0.78,0.83,0.86,0.64,1.0,0.65,0.92,0.98,0.74,0.73,0.91,1.0,0.82,0.63,0.93,0.89,0.97,0.87,0.43,0.802
758,Luxembourg,1992,0.78,0.83,0.86,0.64,1.0,0.65,0.92,0.98,0.74,0.73,0.91,1.0,0.82,0.63,0.93,0.89,0.97,0.88,0.43,0.806
759,Luxembourg,1993,0.78,0.83,0.86,0.64,1.0,0.65,0.92,0.98,0.74,0.73,0.91,1.0,0.82,0.62,0.93,0.89,0.98,0.88,0.43,0.8150000000000001
760,Luxembourg,1994,0.78,0.83,0.86,0.6,1.0,0.65,0.92,0.98,0.74,0.73,0.91,1.0,0.82,0.64,0.93,0.89,0.98,0.89,0.43,0.8240000000000001
761,Luxembourg,1995,0.78,0.83,0.86,0.6,1.0,0.65,0.92,0.98,0.74,0.73,0.91,1.0,0.82,0.65,0.93,0.89,0.98,0.89,0.44,0.8280000000000001
762,Luxembourg,1996,0.78,0.83,0.86,0.6,1.0,0.65,0.92,0.98,0.74,0.73,0.91,1.0,0.82,0.65,0.93,0.89,0.98,0.89,0.44,0.834
763,Luxembourg,1997,0.78,0.83,0.86,0.6,1.0,0.65,0.92,0.98,0.74,0.73,0.91,1.0,0.82,0.67,0.93,0.89,0.98,0.89,0.44,0.84
764,Luxembourg,1998,0.79,0.83,0.86,0.6,1.0,0.65,0.92,0.98,0.74,0.73,0.91,1.0,0.82,0.67,0.93,0.89,0.99,0.9,0.44,0.847
765,Luxembourg,1999,0.79,0.84,0.86,0.56,1.0,0.65,0.92,0.98,0.74,0.73,0.91,1.0,0.82,0.65,0.93,0.89,0.99,0.91,0.45,0.861
766,Luxembourg,2000,0.79,0.84,0.86,0.56,1.0,0.65,0.92,0.98,0.74,0.73,0.91,1.0,0.82,0.66,0.93,0.89,0.99,0.91,0.45,0.864
767,Luxembourg,2001,0.79,0.84,0.86,0.56,1.0,0.65,0.92,0.85,0.74,0.73,0.91,1.0,0.82,0.66,0.93,0.89,0.99,0.91,0.45,0.867
768,Luxembourg,2002,0.79,0.84,0.86,0.56,1.0,0.65,0.92,0.98,0.74,0.73,0.91,1.0,0.82,0.66,0.93,0.89,0.99,0.91,0.46,0.872
769,Luxembourg,2003,0.79,0.84,0.86,0.56,1.0,0.65,0.92,0.98,0.74,0.73,0.91,1.0,0.82,0.66,0.93,0.89,0.99,0.91,0.46,0.873
770,Luxembourg,2004,0.79,0.84,0.85,0.56,1.0,0.65,0.92,0.98,0.74,0.73,0.91,1.0,0.82,0.66,0.93,0.89,0.99,0.92,0.46,0.881
771,Luxembourg,2005,0.79,0.84,0.85,0.56,1.0,0.65,0.92,0.85,0.74,0.73,0.91,1.0,0.82,0.66,0.93,0.89,0.99,0.93,0.46,0.882
772,Luxembourg,2006,0.79,0.84,0.85,0.56,1.0,0.65,0.92,0.98,0.74,0.73,0.91,1.0,0.82,0.68,0.93,0.89,0.99,0.93,0.47,0.882
773,Luxembourg,2007,0.79,0.84,0.85,0.56,1.0,0.65,0.92,0.98,0.74,0.73,0.91,1.0,0.82,0.67,0.93,0.89,1.0,0.93,0.47,0.885
774,Luxembourg,2008,0.79,0.84,0.85,0.56,1.0,0.65,0.92,0.98,0.74,0.73,0.91,1.0,0.83,0.67,0.93,0.89,1.0,0.94,0.47,0.898
775,Luxembourg,2009,0.79,0.85,0.89,0.53,1.0,0.65,0.92,0.98,0.74,0.73,0.91,1.0,0.83,0.67,0.93,0.89,1.0,0.95,0.48,0.908
776,Luxembourg,2010,0.79,0.85,0.89,0.53,1.0,0.65,0.92,0.98,0.74,0.73,0.91,1.0,0.83,0.67,0.93,0.89,1.0,0.95,0.48,0.912
777,Luxembourg,2011,0.79,0.85,0.89,0.53,1.0,0.65,0.92,0.98,0.74,0.73,0.91,1.0,0.83,0.71,0.93,0.89,1.0,0.95,0.48,0.913
778,Luxembourg,2012,0.79,0.85,0.89,0.53,1.0,0.68,0.92,1.0,0.74,0.73,0.91,1.0,0.83,0.7,0.93,0.89,1.0,0.96,0.48,0.917
779,Luxembourg,2013,0.79,0.85,0.89,0.54,1.0,0.68,0.92,1.0,0.74,0.73,0.91,1.0,0.83,0.7,0.93,0.89,1.0,0.96,0.49,0.922
780,Luxembourg,2014,0.79,0.85,0.89,0.54,1.0,0.68,0.89,1.0,0.74,0.73,0.91,1.0,0.83,0.71,0.93,0.89,1.0,0.97,0.49,0.927
781,Luxembourg,2015,0.79,0.85,0.89,0.54,1.0,0.68,0.89,1.0,0.74,0.73,0.91,1.0,0.83,0.71,0.93,0.89,1.0,0.97,0.49,0.914
782,Luxembourg,2016,0.79,0.85,0.89,0.54,1.0,0.68,0.89,1.0,0.74,0.73,0.91,1.0,0.83,0.7,0.93,0.89,1.0,0.97,0.49,0.922
783,Luxembourg,2017,0.79,0.85,0.89,0.54,1.0,0.68,0.89,0.89,0.74,0.73,0.91,1.0,0.83,0.67,0.93,0.89,1.0,0.97,0.49,0.918
784,Luxembourg,2018,0.79,0.85,0.89,0.47,1.0,0.68,0.89,0.87,0.74,0.73,0.91,1.0,0.83,0.66,0.93,0.89,1.0,0.97,0.5,0.921
785,Luxembourg,2019,0.79,0.85,0.89,0.47,1.0,0.68,0.89,0.89,0.74,0.73,0.91,1.0,0.83,0.7,0.93,0.89,1.0,0.97,0.5,0.925
786,Luxembourg,2020,0.79,0.85,0.89,0.47,1.0,0.68,0.87,0.89,0.74,0.73,0.91,1.0,0.84,0.68,0.93,0.89,1.0,0.96,0.5,0.921
787,Luxembourg,2021,0.79,0.85,0.89,0.47,1.0,0.68,0.87,0.89,0.74,0.73,0.91,1.0,0.84,0.72,0.93,0.89,1.0,0.96,0.5,0.927
788,Luxembourg,2022,0.79,0.85,0.89,0.47,1.0,0.68,0.87,0.89,0.74,0.73,0.91,1.0,0.84,0.72,0.93,0.89,1.0,0.96,0.51,0.927
789,Mexico,1990,0.4,0.48,0.51,0.41,0.33,0.4,0.43,0.61,0.56,0.54,0.62,0.5,0.48,0.35,0.3,0.38,0.82,0.8,0.24,0.666
790,Mexico,1991,0.4,0.52,0.59,0.49,0.33,0.39,0.43,0.61,0.51,0.54,0.62,0.5,0.49,0.34,0.3,0.38,0.82,0.8,0.24,0.668
791,Mexico,1992,0.4,0.52,0.59,0.49,0.33,0.39,0.43,0.68,0.51,0.54,0.62,0.5,0.49,0.34,0.3,0.38,0.83,0.81,0.25,0.67
792,Mexico,1993,0.4,0.52,0.59,0.49,0.33,0.4,0.43,0.75,0.51,0.54,0.62,0.5,0.5,0.34,0.3,0.38,0.84,0.81,0.25,0.673
793,Mexico,1994,0.43,0.56,0.59,0.66,0.33,0.45,0.45,0.75,0.56,0.54,0.62,0.5,0.51,0.41,0.3,0.38,0.85,0.82,0.26,0.678
794,Mexico,1995,0.43,0.56,0.59,0.66,0.33,0.48,0.46,0.71,0.56,0.54,0.62,0.5,0.51,0.41,0.3,0.38,0.85,0.82,0.26,0.678
795,Mexico,1996,0.43,0.56,0.59,0.66,0.33,0.48,0.46,0.75,0.56,0.54,0.62,0.5,0.51,0.42,0.3,0.38,0.86,0.83,0.26,0.685
796,Mexico,1997,0.5,0.69,0.72,0.54,0.33,0.48,0.48,0.71,0.61,0.54,0.62,0.5,0.51,0.43,0.3,0.38,0.87,0.83,0.27,0.6920000000000001
797,Mexico,1998,0.51,0.69,0.72,0.54,0.33,0.48,0.48,0.75,0.61,0.54,0.62,0.5,0.51,0.43,0.3,0.38,0.87,0.84,0.27,0.6990000000000001
798,Mexico,1999,0.52,0.69,0.72,0.54,0.33,0.48,0.48,0.75,0.56,0.54,0.62,0.5,0.51,0.43,0.31,0.38,0.88,0.84,0.27,0.704
799,Mexico,2000,0.58,0.75,0.75,0.59,0.67,0.54,0.49,0.75,0.52,0.54,0.7,0.5,0.58,0.44,0.3,0.38,0.88,0.85,0.28,0.709
800,Mexico,2001,0.58,0.75,0.75,0.59,0.67,0.54,0.5,0.75,0.52,0.54,0.7,0.5,0.58,0.45,0.3,0.38,0.89,0.85,0.28,0.712
801,Mexico,2002,0.58,0.75,0.75,0.59,0.67,0.54,0.5,0.71,0.52,0.54,0.7,0.5,0.6,0.45,0.3,0.38,0.89,0.86,0.28,0.719
802,Mexico,2003,0.58,0.75,0.9,0.42,0.67,0.54,0.5,0.71,0.52,0.54,0.7,0.5,0.6,0.44,0.3,0.38,0.9,0.86,0.29,0.725
803,Mexico,2004,0.58,0.75,0.9,0.42,0.33,0.54,0.5,0.71,0.52,0.54,0.7,0.5,0.6,0.44,0.3,0.38,0.9,0.86,0.29,0.729
804,Mexico,2005,0.58,0.75,0.9,0.42,0.33,0.54,0.5,0.71,0.52,0.54,0.7,0.5,0.6,0.44,0.3,0.38,0.9,0.86,0.29,0.733
805,Mexico,2006,0.58,0.69,0.7,0.63,0.33,0.57,0.49,0.75,0.57,0.52,0.7,0.5,0.6,0.46,0.3,0.38,0.91,0.86,0.3,0.741
806,Mexico,2007,0.58,0.69,0.7,0.63,0.33,0.57,0.48,0.75,0.57,0.51,0.81,0.5,0.62,0.47,0.3,0.38,0.91,0.86,0.3,0.743
807,Mexico,2008,0.58,0.69,0.7,0.63,0.33,0.56,0.49,0.75,0.57,0.48,0.81,0.5,0.61,0.46,0.3,0.38,0.92,0.86,0.3,0.745
808,Mexico,2009,0.58,0.7,0.69,0.63,0.33,0.56,0.49,0.75,0.57,0.46,0.81,0.5,0.61,0.47,0.3,0.38,0.92,0.86,0.31,0.745
809,Mexico,2010,0.58,0.7,0.69,0.63,0.33,0.54,0.48,0.71,0.57,0.47,0.81,0.0,0.59,0.5,0.3,0.38,0.92,0.86,0.31,0.747
810,Mexico,2011,0.58,0.7,0.69,0.63,0.33,0.54,0.48,0.75,0.57,0.46,0.8,0.0,0.59,0.5,0.3,0.38,0.92,0.86,0.32,0.753
811,Mexico,2012,0.57,0.69,0.7,0.64,0.33,0.53,0.5,0.81,0.55,0.47,0.78,0.0,0.59,0.51,0.3,0.38,0.93,0.86,0.32,0.76
812,Mexico,2013,0.54,0.69,0.7,0.64,0.33,0.54,0.48,0.81,0.55,0.47,0.81,0.0,0.56,0.51,0.31,0.39,0.93,0.86,0.32,0.761
813,Mexico,2014,0.54,0.69,0.7,0.64,0.33,0.54,0.48,0.81,0.56,0.49,0.87,0.0,0.56,0.51,0.32,0.39,0.93,0.86,0.33,0.765
814,Mexico,2015,0.51,0.7,0.63,0.48,0.33,0.53,0.48,0.81,0.56,0.45,0.87,0.5,0.6,0.54,0.32,0.39,0.93,0.86,0.33,0.769
815,Mexico,2016,0.52,0.7,0.63,0.48,0.33,0.53,0.48,0.78,0.55,0.45,0.87,0.5,0.6,0.52,0.32,0.39,0.94,0.86,0.34,0.773
816,Mexico,2017,0.55,0.7,0.63,0.48,0.33,0.53,0.46,0.78,0.55,0.43,0.71,0.5,0.58,0.52,0.35,0.42,0.94,0.86,0.34,0.776
817,Mexico,2018,0.52,0.76,0.67,0.66,0.33,0.52,0.46,0.78,0.59,0.48,0.77,0.5,0.64,0.54,0.36,0.39,0.94,0.85,0.34,0.779
818,Mexico,2019,0.5,0.76,0.67,0.66,0.33,0.53,0.44,0.86,0.59,0.48,0.73,0.5,0.6,0.55,0.36,0.39,0.94,0.86,0.35,0.781
819,Mexico,2020,0.5,0.76,0.67,0.66,0.33,0.51,0.43,0.81,0.59,0.51,0.76,0.5,0.58,0.55,0.36,0.35,0.95,0.8,0.35,0.757
820,Mexico,2021,0.5,0.72,0.65,0.54,0.33,0.48,0.4,0.89,0.59,0.45,0.87,0.5,0.58,0.56,0.34,0.3,0.95,0.8,0.35,0.757
821,Mexico,2022,0.48,0.72,0.65,0.54,0.33,0.47,0.4,0.89,0.59,0.49,0.74,0.5,0.57,0.5,0.34,0.37,0.95,0.8,0.35,0.781
822,Netherlands,1990,0.88,0.83,0.88,0.78,1.0,0.78,0.9,0.98,0.74,0.72,0.89,1.0,0.82,0.73,0.88,0.75,0.97,0.89,0.45,0.847
823,Netherlands,1991,0.88,0.83,0.88,0.78,1.0,0.78,0.9,0.98,0.74,0.72,0.89,1.0,0.82,0.72,0.88,0.75,0.97,0.9,0.45,0.852
824,Netherlands,1992,0.88,0.83,0.88,0.78,1.0,0.78,0.9,0.98,0.74,0.72,0.89,1.0,0.82,0.72,0.88,0.75,0.98,0.9,0.45,0.853
825,Netherlands,1993,0.88,0.83,0.88,0.78,1.0,0.78,0.9,0.98,0.74,0.72,0.89,1.0,0.82,0.73,0.88,0.75,0.98,0.89,0.46,0.855
826,Netherlands,1994,0.88,0.83,0.88,0.75,1.0,0.78,0.9,0.98,0.74,0.72,0.89,1.0,0.82,0.74,0.88,0.75,0.98,0.9,0.46,0.88
827,Netherlands,1995,0.88,0.83,0.88,0.75,1.0,0.79,0.9,0.98,0.74,0.72,0.89,1.0,0.82,0.75,0.88,0.75,0.98,0.9,0.46,0.878
828,Netherlands,1996,0.88,0.83,0.88,0.75,1.0,0.79,0.9,0.98,0.74,0.72,0.89,1.0,0.82,0.75,0.88,0.75,0.98,0.9,0.47,0.882
829,Netherlands,1997,0.88,0.83,0.88,0.75,1.0,0.79,0.9,0.98,0.74,0.72,0.89,1.0,0.82,0.75,0.88,0.75,0.98,0.91,0.47,0.883
830,Netherlands,1998,0.88,0.83,0.88,0.7,1.0,0.79,0.9,0.98,0.74,0.72,0.8,1.0,0.79,0.77,0.88,0.75,0.98,0.91,0.47,0.884
831,Netherlands,1999,0.88,0.83,0.88,0.7,1.0,0.79,0.9,0.98,0.74,0.72,0.8,1.0,0.79,0.76,0.88,0.75,0.98,0.91,0.48,0.886
832,Netherlands,2000,0.88,0.83,0.88,0.7,1.0,0.79,0.9,0.98,0.74,0.72,0.8,1.0,0.79,0.83,0.83,0.83,0.98,0.91,0.48,0.892
833,Netherlands,2001,0.88,0.83,0.88,0.7,1.0,0.79,0.9,0.85,0.74,0.72,0.8,1.0,0.79,0.83,0.83,0.83,0.98,0.91,0.48,0.893
834,Netherlands,2002,0.88,0.83,0.88,0.77,1.0,0.79,0.9,0.85,0.74,0.73,0.67,1.0,0.78,0.83,0.83,0.83,0.98,0.91,0.48,0.89
835,Netherlands,2003,0.88,0.83,0.88,0.78,1.0,0.79,0.9,0.98,0.74,0.73,0.79,1.0,0.8,0.88,0.83,0.83,0.98,0.92,0.49,0.893
836,Netherlands,2004,0.88,0.83,0.88,0.78,1.0,0.79,0.9,0.98,0.74,0.73,0.79,1.0,0.8,0.86,0.83,0.83,0.98,0.92,0.49,0.896
837,Netherlands,2005,0.88,0.83,0.88,0.78,1.0,0.79,0.9,0.98,0.74,0.73,0.79,1.0,0.8,0.86,0.83,0.83,0.98,0.93,0.49,0.899
838,Netherlands,2006,0.88,0.89,0.92,0.77,1.0,0.79,0.9,0.98,0.74,0.73,0.79,1.0,0.8,0.86,0.83,0.9,0.99,0.93,0.49,0.905
839,Netherlands,2007,0.88,0.89,0.92,0.77,1.0,0.79,0.9,0.85,0.74,0.73,0.79,1.0,0.8,0.86,0.83,0.9,0.99,0.94,0.5,0.911
840,Netherlands,2008,0.88,0.89,0.92,0.77,1.0,0.79,0.9,0.98,0.74,0.73,0.79,1.0,0.8,0.86,0.83,0.9,0.99,0.94,0.5,0.911
841,Netherlands,2009,0.88,0.89,0.92,0.77,1.0,0.79,0.9,0.98,0.74,0.73,0.79,1.0,0.8,0.89,0.83,0.9,0.99,0.94,0.5,0.912
842,Netherlands,2010,0.92,0.89,0.92,0.71,1.0,0.79,0.9,0.98,0.74,0.73,0.85,1.0,0.83,0.88,0.83,0.9,0.99,0.95,0.5,0.917
843,Netherlands,2011,0.92,0.89,0.92,0.71,1.0,0.79,0.9,0.98,0.74,0.73,0.85,1.0,0.83,0.9,0.83,0.9,0.99,0.95,0.5,0.927
844,Netherlands,2012,0.92,0.88,0.92,0.71,1.0,0.8,0.9,1.0,0.74,0.73,0.85,1.0,0.83,0.89,0.83,0.9,0.99,0.95,0.5,0.927
845,Netherlands,2013,0.92,0.88,0.92,0.71,1.0,0.8,0.85,1.0,0.74,0.73,0.85,1.0,0.83,0.87,0.83,0.9,0.99,0.95,0.51,0.929
846,Netherlands,2014,0.92,0.88,0.92,0.71,1.0,0.8,0.85,1.0,0.74,0.73,0.85,1.0,0.83,0.87,0.83,0.9,0.99,0.96,0.51,0.931
847,Netherlands,2015,0.92,0.88,0.92,0.71,1.0,0.8,0.85,1.0,0.74,0.73,0.85,1.0,0.83,0.87,0.83,0.9,0.99,0.96,0.51,0.932
848,Netherlands,2016,0.92,0.88,0.92,0.71,1.0,0.8,0.85,1.0,0.74,0.73,0.85,1.0,0.83,0.88,0.83,0.9,0.99,0.96,0.51,0.933
849,Netherlands,2017,0.92,0.86,0.9,0.77,1.0,0.82,0.85,1.0,0.74,0.73,0.85,1.0,0.83,0.86,0.83,0.9,0.99,0.96,0.51,0.936
850,Netherlands,2018,0.92,0.86,0.9,0.77,1.0,0.82,0.84,0.87,0.74,0.72,0.85,1.0,0.8,0.75,0.79,0.9,0.99,0.96,0.51,0.939
851,Netherlands,2019,0.87,0.86,0.9,0.77,1.0,0.85,0.84,0.89,0.74,0.72,0.85,1.0,0.8,0.82,0.71,0.9,0.99,0.97,0.52,0.941
852,Netherlands,2020,0.84,0.86,0.9,0.77,1.0,0.85,0.81,0.89,0.74,0.63,0.85,1.0,0.79,0.79,0.71,0.9,0.99,0.96,0.52,0.938
853,Netherlands,2021,0.84,0.86,0.9,0.75,1.0,0.85,0.77,0.89,0.74,0.69,0.85,1.0,0.8,0.87,0.73,0.84,0.99,0.96,0.52,0.941
854,Netherlands,2022,0.87,0.86,0.9,0.75,1.0,0.85,0.75,0.89,0.74,0.69,0.85,1.0,0.77,0.88,0.71,0.84,0.99,0.96,0.52,0.946
855,New Zealand,1990,0.74,0.82,0.85,0.79,1.0,0.87,0.87,0.98,0.74,0.78,0.82,1.0,0.79,0.69,0.87,0.86,0.96,0.87,0.45,0.812
856,New Zealand,1991,0.74,0.82,0.85,0.79,1.0,0.87,0.87,0.98,0.74,0.78,0.82,1.0,0.79,0.69,0.87,0.86,0.96,0.88,0.45,0.8150000000000001
857,New Zealand,1992,0.74,0.82,0.85,0.79,1.0,0.87,0.87,0.98,0.74,0.78,0.82,1.0,0.79,0.69,0.87,0.86,0.96,0.88,0.45,0.8230000000000001
858,New Zealand,1993,0.74,0.82,0.86,0.8,1.0,0.87,0.87,0.98,0.74,0.78,0.82,1.0,0.79,0.69,0.87,0.86,0.97,0.89,0.45,0.839
859,New Zealand,1994,0.74,0.82,0.86,0.8,1.0,0.87,0.87,0.98,0.74,0.78,0.82,1.0,0.79,0.69,0.87,0.86,0.97,0.89,0.46,0.852
860,New Zealand,1995,0.74,0.82,0.86,0.8,1.0,0.87,0.87,0.98,0.74,0.78,0.82,1.0,0.79,0.71,0.87,0.86,0.97,0.89,0.46,0.859
861,New Zealand,1996,0.74,0.82,0.86,0.83,1.0,0.87,0.86,0.98,0.74,0.68,0.82,1.0,0.78,0.72,0.87,0.86,0.97,0.89,0.46,0.863
862,New Zealand,1997,0.77,0.82,0.86,0.83,1.0,0.87,0.87,0.98,0.74,0.79,0.82,1.0,0.8,0.72,0.87,0.86,0.97,0.9,0.46,0.871
863,New Zealand,1998,0.77,0.82,0.86,0.83,1.0,0.87,0.87,0.98,0.74,0.79,0.82,1.0,0.8,0.75,0.87,0.86,0.97,0.91,0.46,0.88
864,New Zealand,1999,0.77,0.82,0.85,0.76,1.0,0.87,0.87,0.98,0.74,0.79,0.82,1.0,0.8,0.78,0.87,0.86,0.98,0.91,0.46,0.885
865,New Zealand,2000,0.77,0.82,0.85,0.76,1.0,0.87,0.87,0.98,0.74,0.79,0.82,1.0,0.8,0.8,0.87,0.86,0.98,0.92,0.46,0.894
866,New Zealand,2001,0.77,0.82,0.85,0.76,1.0,0.87,0.87,0.98,0.74,0.79,0.82,1.0,0.8,0.8,0.87,0.86,0.98,0.92,0.47,0.9
867,New Zealand,2002,0.77,0.82,0.86,0.72,1.0,0.87,0.87,0.98,0.74,0.79,0.82,1.0,0.8,0.8,0.87,0.86,0.98,0.92,0.47,0.904
868,New Zealand,2003,0.77,0.82,0.86,0.72,1.0,0.87,0.87,0.98,0.74,0.79,0.82,1.0,0.8,0.8,0.87,0.86,0.98,0.92,0.47,0.908
869,New Zealand,2004,0.77,0.82,0.86,0.72,1.0,0.87,0.87,0.98,0.74,0.79,0.82,1.0,0.81,0.81,0.87,0.86,0.98,0.93,0.47,0.912
870,New Zealand,2005,0.77,0.8,0.91,0.79,1.0,0.87,0.86,0.98,0.74,0.79,0.82,1.0,0.81,0.82,0.87,0.86,0.98,0.93,0.47,0.917
871,New Zealand,2006,0.77,0.8,0.91,0.79,1.0,0.87,0.86,0.98,0.74,0.79,0.82,1.0,0.81,0.8,0.87,0.86,0.98,0.94,0.47,0.918
872,New Zealand,2007,0.77,0.8,0.91,0.79,1.0,0.87,0.86,0.98,0.74,0.79,0.82,1.0,0.81,0.8,0.87,0.86,0.98,0.94,0.47,0.919
873,New Zealand,2008,0.77,0.89,0.9,0.78,1.0,0.87,0.86,0.98,0.74,0.79,0.82,1.0,0.81,0.82,0.87,0.86,0.98,0.94,0.48,0.919
874,New Zealand,2009,0.77,0.89,0.9,0.78,1.0,0.87,0.86,0.98,0.74,0.79,0.82,1.0,0.81,0.82,0.87,0.86,0.98,0.95,0.48,0.922
875,New Zealand,2010,0.77,0.89,0.9,0.78,1.0,0.87,0.86,0.98,0.74,0.77,0.82,1.0,0.8,0.83,0.87,0.86,0.98,0.95,0.48,0.924
876,New Zealand,2011,0.77,0.89,0.9,0.7,1.0,0.87,0.86,0.98,0.74,0.77,0.74,1.0,0.79,0.83,0.87,0.86,0.98,0.95,0.48,0.924
877,New Zealand,2012,0.77,0.89,0.9,0.7,1.0,0.87,0.86,1.0,0.74,0.77,0.74,1.0,0.79,0.83,0.87,0.86,0.98,0.95,0.48,0.927
878,New Zealand,2013,0.77,0.89,0.9,0.7,1.0,0.87,0.86,1.0,0.74,0.71,0.74,1.0,0.75,0.83,0.87,0.86,0.98,0.96,0.48,0.93
879,New Zealand,2014,0.77,0.89,0.9,0.72,1.0,0.87,0.86,1.0,0.74,0.68,0.74,1.0,0.74,0.83,0.87,0.86,0.98,0.96,0.49,0.931
880,New Zealand,2015,0.77,0.89,0.9,0.72,1.0,0.87,0.86,1.0,0.74,0.71,0.74,1.0,0.75,0.83,0.87,0.86,0.98,0.96,0.49,0.933
881,New Zealand,2016,0.77,0.89,0.9,0.72,1.0,0.87,0.86,0.89,0.74,0.71,0.74,1.0,0.75,0.82,0.87,0.86,0.99,0.96,0.49,0.935
882,New Zealand,2017,0.77,0.88,0.9,0.76,1.0,0.87,0.86,1.0,0.74,0.71,0.74,1.0,0.75,0.85,0.87,0.86,0.99,0.96,0.49,0.935
883,New Zealand,2018,0.77,0.88,0.9,0.76,1.0,0.87,0.86,0.89,0.74,0.71,0.87,1.0,0.8,0.83,0.87,0.86,0.99,0.96,0.49,0.936
884,New Zealand,2019,0.77,0.88,0.9,0.76,1.0,0.87,0.86,1.0,0.74,0.76,0.87,1.0,0.81,0.84,0.8,0.86,0.99,0.96,0.5,0.937
885,New Zealand,2020,0.77,0.88,0.89,0.77,1.0,0.87,0.86,1.0,0.74,0.74,0.78,1.0,0.79,0.88,0.8,0.86,0.99,0.96,0.5,0.935
886,New Zealand,2021,0.77,0.88,0.89,0.77,1.0,0.87,0.81,1.0,0.74,0.74,0.78,1.0,0.77,0.92,0.8,0.86,0.99,0.96,0.5,0.936
887,New Zealand,2022,0.77,0.88,0.89,0.77,1.0,0.87,0.82,1.0,0.74,0.83,0.72,1.0,0.78,0.91,0.8,0.86,0.99,0.96,0.5,0.939
888,Norway,1990,0.94,0.82,0.89,0.82,1.0,1.0,0.95,0.98,0.74,0.82,0.83,1.0,0.82,0.89,0.97,0.95,0.97,0.89,0.48,0.845
889,Norway,1991,0.94,0.82,0.89,0.82,1.0,1.0,0.95,0.98,0.74,0.82,0.83,1.0,0.82,0.89,0.97,0.95,0.97,0.89,0.48,0.853
890,Norway,1992,0.94,0.82,0.89,0.82,1.0,1.0,0.95,0.85,0.74,0.82,0.83,1.0,0.82,0.89,0.97,0.95,0.98,0.9,0.49,0.859
891,Norway,1993,0.94,0.83,0.89,0.74,1.0,1.0,0.95,0.85,0.74,0.82,0.83,1.0,0.82,0.91,0.97,0.95,0.98,0.9,0.49,0.867
892,Norway,1994,0.94,0.83,0.89,0.74,1.0,1.0,0.95,0.85,0.74,0.82,0.83,1.0,0.82,0.91,0.97,0.95,0.98,0.9,0.49,0.883
893,Norway,1995,0.94,0.83,0.89,0.74,1.0,1.0,1.0,0.98,0.74,0.82,0.83,1.0,0.82,0.91,0.97,0.95,0.98,0.91,0.49,0.88
894,Norway,1996,0.94,0.83,0.89,0.74,1.0,1.0,1.0,0.98,0.74,0.82,0.83,1.0,0.82,0.91,0.97,0.95,0.99,0.91,0.49,0.887
895,Norway,1997,0.94,0.83,0.89,0.77,1.0,1.0,1.0,0.98,0.74,0.82,0.83,1.0,0.82,0.9,0.97,0.95,0.99,0.91,0.5,0.893
896,Norway,1998,0.94,0.83,0.89,0.77,1.0,1.0,1.0,0.98,0.74,0.82,0.83,1.0,0.82,0.9,0.97,0.95,0.99,0.91,0.5,0.903
897,Norway,1999,0.94,0.83,0.89,0.77,1.0,1.0,1.0,0.85,0.74,0.82,0.83,1.0,0.82,0.9,0.97,0.95,0.99,0.91,0.5,0.907
898,Norway,2000,0.94,0.83,0.89,0.77,1.0,1.0,1.0,0.85,0.74,0.82,0.93,1.0,0.87,0.9,0.97,0.95,0.99,0.92,0.5,0.914
899,Norway,2001,0.94,0.82,0.89,0.73,1.0,1.0,1.0,0.85,0.74,0.82,0.93,1.0,0.87,0.9,0.97,0.95,0.99,0.92,0.5,0.913
900,Norway,2002,0.94,0.82,0.89,0.73,1.0,1.0,1.0,0.85,0.74,0.82,0.93,1.0,0.87,0.9,0.97,0.95,0.99,0.92,0.51,0.915
901,Norway,2003,0.94,0.82,0.89,0.73,1.0,1.0,1.0,0.98,0.74,0.82,0.93,1.0,0.87,0.9,0.97,0.95,0.99,0.93,0.51,0.923
902,Norway,2004,0.94,0.82,0.89,0.73,1.0,1.0,1.0,0.98,0.74,0.82,0.93,1.0,0.87,0.91,0.97,0.95,0.99,0.93,0.51,0.929
903,Norway,2005,0.94,0.84,0.91,0.77,1.0,1.0,1.0,0.85,0.74,0.82,0.93,1.0,0.87,0.96,0.97,0.95,0.99,0.94,0.51,0.93
904,Norway,2006,0.94,0.84,0.91,0.77,1.0,1.0,1.0,0.98,0.74,0.82,0.93,1.0,0.86,0.99,0.97,0.95,0.99,0.94,0.51,0.934
905,Norway,2007,0.94,0.84,0.91,0.77,1.0,1.0,1.0,0.98,0.74,0.82,0.93,1.0,0.86,0.94,0.97,0.95,0.99,0.94,0.51,0.936
906,Norway,2008,0.94,0.84,0.91,0.77,1.0,1.0,1.0,0.98,0.74,0.82,0.93,1.0,0.86,0.99,0.97,0.95,0.99,0.94,0.51,0.935
