year,coa,coo,totalrefugees,ccode_coo,ccode_coa,minimal_distance,groupname1,gwgroupid1,groupname2,gwgroupid2,groupname3,gwgroupid3,sources,quote,groupshare1_num,groupshare2_num,groupshare3_num,group1share_multiplier,group2share_multiplier,group3share_multiplier,group1_size,group2_size,group3_size
2004,Germany,Czech Rep.,3743,316,255,0,Czech,31601000,,,,,BAFM,,dominant,,,0.95,,,3555.85,,
2005,Germany,Czech Rep.,3016,316,255,0,Czech,31601000,,,,,BAFM,,dominant,,,0.95,,,2865.2,,
2002,Germany,Albania,2073,339,255,768796,Albanians,33901000,,,,,,,,,,,,,,,
2005,Germany,Albania,3036,339,255,768796,Albanians,33901000,,,,,,,,,,,,,,,
2009,Germany,Albania,2310,339,255,768796,Albanians,33901000,,,,,,,,,,,,,,,
2010,Germany,Albania,2275,339,255,768796,Albanians,33901000,Roma,34012000,,,EASO: Asylanträge aus den westlichen Balkanstaaten 2014,"Asylbewerber aus Albanien sind größtenteils ethnische Albaner (etwa 90 %), die aus dem nördlichen Teil des Landes und aus der Hauptstadt Tirana stammen",majority,minority,,0.6,0.3,,1365,682.5,
2011,Germany,Albania,2207,339,255,768796,Albanians,33901000,Roma,34012000,,,EASO: Asylanträge aus den westlichen Balkanstaaten 2014,t. Im Jahr 2011 verzeichnete Deutschland 93 % ethnische Albaner und 6 % Roma.,majority,minority,,0.6,0.3,,1324.2,662.1,
2012,Germany,Albania,2201,339,255,768796,Albanians,33901000,Roma,34012000,,,EASO: Asylanträge aus den westlichen Balkanstaaten 2014,Im Jahr 2012 waren es 91 % ethnische Albaner und 7 % Roma,majority,minority,,0.6,0.3,,1320.6,660.3,
2009,Germany,Montenegro,2425,341,255,646118,,,,,,,,,,,,,,,,,
2010,Germany,Montenegro,3061,342,255,,Roma,34512000,Albanians,33901000,,,BAMF,,majority,minority,,0.6,0.3,,1836.6,918.3,
2011,Germany,Montenegro,3487,342,255,,Roma,34512000,Albanians,33901000,,,BAMF,,majority,minority,,0.6,0.3,,2092.2,1046.1,
2012,Germany,Montenegro,3762,342,255,,Roma,34512000,Albanians,33901000,,,BAMF,,majority,minority,,0.6,0.3,,2257.2,1128.6,
2002,Germany,TfYR Macedonia,3186,343,255,862593,,,,,,,,,,,,,,,,,
2003,Germany,TfYR Macedonia,3198,343,255,862593,,,,,,,,,,,,,,,,,
2004,Germany,TfYR Macedonia,2971,343,255,862593,,,,,,,,,,,,,,,,,
2005,Germany,TfYR Macedonia,6539,343,255,862593,,,,,,,,,,,,,,,,,
2006,Germany,TfYR Macedonia,6014,343,255,862593,,,,,,,,,,,,,,,,,
2007,Germany,TfYR Macedonia,5926,343,255,862593,,,,,,,,,,,,,,,,,
2008,Germany,TfYR Macedonia,5729,343,255,862593,,,,,,,,,,,,,,,,,
2009,Germany,TfYR Macedonia,6081,343,255,862593,,,,,,,,,,,,,,,,,
2010,Germany,The former Yugoslav Republic of Macedonia,6035,343,255,862593,Roma,34303000,Albanians,33901000,,,EASO: Asylanträge aus den westlichen Balkanstaaten 2014,"...whereas in other Member States ethnic Albanians represent only between 2 % (in Germany) and 25 % (in France). Die Gruppe setzt sich aus etwa 70 % Roma, 25 % Albanern und 5 % anderen Volksgruppen zusammen. In
Deutschland, Luxemburg und der Sc",dominant,minority,,0.95,0.05,,5733.25,301.75,
2011,Germany,The former Yugoslav Republic of Macedonia,5982,343,255,862593,Roma,34303000,Albanians,33901000,,,EASO: Asylanträge aus den westlichen Balkanstaaten 2014,"...whereas in other Member States ethnic Albanians represent only between 2 % (in Germany) and 25 % (in France). Die Gruppe setzt sich aus etwa 70 % Roma, 25 % Albanern und 5 % anderen Volksgruppen zusammen. In
Deutschland, Luxemburg und der Sc",dominant,minority,,0.95,0.05,,5682.9,299.1,
2012,Germany,The former Yugoslav Republic of Macedonia,6175,343,255,862593,Roma,34303000,Albanians,33901000,,,EASO: Asylanträge aus den westlichen Balkanstaaten 2014,"...whereas in other Member States ethnic Albanians represent only between 2 % (in Germany) and 25 % (in France). Die Gruppe setzt sich aus etwa 70 % Roma, 25 % Albanern und 5 % anderen Volksgruppen zusammen. In
Deutschland, Luxemburg und der Sc",dominant,minority,,0.95,0.05,,5866.25,308.75,
2002,Germany,Croatia,3845,344,255,221981,,,,,,,,,,,,,,,,,
2003,Germany,Croatia,3812,344,255,221981,,,,,,,,,,,,,,,,,
2004,Germany,Croatia,2900,344,255,221981,,,,,,,,,,,,,,,,,
2005,Germany,Croatia,2784,344,255,221981,,,,,,,,,,,,,,,,,
2007,Germany,Croatia,17747,344,255,221981,,,,,,,,,,,,,,,,,
2008,Germany,Croatia,16241,344,255,221981,,,,,,,,,,,,,,,,,
2009,Germany,Croatia,4100,344,255,221981,,,,,,,,,,,,,,,,,
2010,Germany,Croatia,4209,344,255,221981,Roma,34405000,,,,,BAMF,,dominant,,,0.95,,,3998.55,,
2003,Germany,Serbia,168980,345,255,481625,Albanians,34506000,Roma,34512000,Serbs,34501000,BAMF,,majority,minority,minority,0.6,0.2,0.05,101388,33796,8449
2004,Germany,Serbia,142681,345,255,481625,Albanians,34506000,Roma,34512000,Serbs,34501000,BAMF,,majority,minority,minority,0.6,0.2,0.05,85608.6,28536.2,7134.05
2005,Germany,Serbia,99789,345,255,481625,Albanians,34506000,Roma,34512000,Serbs,34501000,BAMF,,majority,minority,minority,0.6,0.2,0.05,59873.4,19957.8,4989.45
2006,Germany,Serbia,75211,345,255,481625,Albanians,34506000,Roma,34512000,Serbs,34501000,BAMF,Serbien und Montenegro (v.a. Kosovaren),majority,minority,minority,0.6,0.2,0.05,45126.6,15042.2,3760.55
2007,Germany,Serbia,91616,345,255,481625,Albanians,34506000,Roma,34512000,Serbs,34501000,BAMF,,majority,minority,minority,0.6,0.2,0.05,54969.6,18323.2,4580.8
2008,Germany,Serbia,98787,345,255,481625,Albanians,34506000,Roma,34512000,Serbs,34501000,BAMF,,majority,minority,minority,0.6,0.2,0.05,59272.2,19757.4,4939.35
2009,Germany,Serbia,123700,345,255,481625,Albanians,34506000,Roma,34512000,Serbs,34501000,BAMF,"Seuls les Roms ont t nombreux  chercher refuge au-del des Balkans, en particulier en Italie, Allemagne et Belgique.",majority,minority,minority,0.6,0.2,0.05,74220,24740,6185
2010,Germany,Serbia and Kosovo (S/RES/1244 (1999)),122340,345,255,445383,Roma,34604000,Albanians,33901000,Serbs,34102000,BAMF,,majority,minority,minority,0.6,0.2,0.05,73404,24468,6117
2011,Germany,Serbia and Kosovo (S/RES/1244 (1999)),110455,345,255,445383,Roma,34604000,Albanians,33901000,Serbs,34102000,BAMF,,majority,minority,minority,0.6,0.2,0.05,66273,22091,5522.75
2012,Germany,Serbia and Kosovo (S/RES/1244 (1999)),113809,345,255,445383,Roma,34604000,Albanians,33901000,Serbs,34102000,BAMF,,majority,minority,minority,0.6,0.2,0.05,68285.4,22761.8,5690.45
2013,Germany,Serbia and Kosovo (S/RES/1244 (1999)),8410,345,255,445383,Roma,34604000,Albanians,33901000,Serbs,34102000,BAMF,,majority,minority,minority,0.6,0.2,0.05,5046,1682,420.5
2014,Germany,Serbia and Kosovo (S/RES/1244 (1999)),9294,345,255,445383,Roma,34604000,Albanians,33901000,,,BAMF,,majority,minority,,0.6,0.3,,5576.4,2788.2,
2015,Germany,Serbia and Kosovo (S/RES/1244 (1999)),9157,345,255,445383,Roma,34604000,Albanians,33901000,,,BAMF,,dominant,minority,,0.95,0.05,,8699.15,457.85,
2016,Germany,Serbia and Kosovo (S/RES/1244 (1999)),9189,345,255,445383,Roma,34604000,Albanians,33901000,,,BAMF,,dominant,minority,,0.95,0.05,,8729.55,459.45,
2017,Germany,Serbia and Kosovo (S/RES/1244 (1999)),9232,345,255,445383,Roma,34604000,Albanians,33901000,,,BAMF,,dominant,minority,,0.95,0.05,,8770.4,461.6,
1994,Germany,Bosnia and Herzegovina,350000,346,255,333515,Bosniak / Muslims,,Croats,,Serbs,,,,,,,,,,,,
1995,Germany,Bosnia and Herzegovina,320000,346,255,333515,,,,,,,,,,,,,,,,,
1996,Germany,Bosnia and Herzegovina,330000,346,255,333515,,,,,,,,,,,,,,,,,
1997,Germany,Bosnia and Herzegovina,245000,346,255,333515,,,,,,,,,,,,,,,,,
1998,Germany,Bosnia and Herzegovina,100000,346,255,333515,,,,,,,,,,,,,,,,,
1999,Germany,Bosnia and Herzegovina,50000,346,255,333515,,,,,,,,,,,,,,,,,
2001,Germany,Bosnia and Herzegovina,24000,346,255,333515,,,,,,,,,,,,,,,,,
2002,Germany,Bosnia and Herzegovina,40531,346,255,333515,,,,,,,,,,,,,,,,,
2003,Germany,Bosnia and Herzegovina,38688,346,255,333515,,,,,,,,,,,,,,,,,
2004,Germany,Bosnia and Herzegovina,30083,346,255,333515,,,,,,,,,,,,,,,,,
2005,Germany,Bosnia and Herzegovina,9223,346,255,333515,,,,,,,,,,,,,,,,,
2006,Germany,Bosnia and Herzegovina,28098,346,255,333515,,,,,,,,,,,,,,,,,
2007,Germany,Bosnia and Herzegovina,26261,346,255,333515,,,,,,,,,,,,,,,,,
2008,Germany,Bosnia and Herzegovina,24697,346,255,333515,,,,,,,,,,,,,,,,,
2009,Germany,Bosnia and Herzegovina,24947,346,255,333515,,,,,,,,,,,,,,,,,
2010,Germany,Bosnia and Herzegovina,24622,346,255,333515,Roma,34604000,Bosniaks/Muslims,34601000,,,BAMF,,majority,minority,,0.6,0.3,,14773.2,7386.6,
2011,Germany,Bosnia and Herzegovina,24016,346,255,333515,Roma,34604000,Bosniaks/Muslims,34601000,,,BAMF,,majority,minority,,0.6,0.3,,14409.6,7204.8,
2012,Germany,Bosnia and Herzegovina,23460,346,255,333515,Roma,34604000,Bosniaks/Muslims,34601000,,,BAMF,,majority,minority,,0.6,0.3,,14076,7038,
2005,Germany,Bulgaria,2651,355,255,835292,,,,,,,,,,,,,,,,,
2002,Germany,Moldova,5370,359,255,897740,,,,,,,,,,,,,,,,,
2003,Germany,Moldova,5641,359,255,897740,,,,,,,,,,,,,,,,,
2004,Germany,Moldova,5509,359,255,897740,,,,,,,,,,,,,,,,,
2005,Germany,Moldova,5466,359,255,897740,,,,,,,,,,,,,,,,,
2006,Germany,Moldova,2170,359,255,897740,,,,,,,,,,,,,,,,,
2007,Germany,Moldova,3275,359,255,897740,,,,,,,,,,,,,,,,,
2008,Germany,Moldova,3823,359,255,897740,,,,,,,,,,,,,,,,,
2009,Germany,Moldova,4041,359,255,897740,,,,,,,,,,,,,,,,,
2010,Germany,Rep. of Moldova,4229,359,255,897740,99,,,,,,,,,,,,,,,,
2011,Germany,Rep. of Moldova,4139,359,255,897740,99,,,,,,,,,,,,,,,,
2012,Germany,Rep. of Moldova,3988,359,255,897740,99,,,,,,,,,,,,,,,,
2002,Germany,Romania,4251,360,255,560534,Roma,,,,,,Lischer,,,,,,,,,,
2003,Germany,Romania,4053,360,255,560534,,,,,,,,,,,,,,,,,
2004,Germany,Romania,3139,360,255,560534,,,,,,,,,,,,,,,,,
2005,Germany,Romania,8496,360,255,560534,,,,,,,,,,,,,,,,,
2006,Germany,Romania,3898,360,255,560534,,,,,,,,,,,,,,,,,
2002,Germany,Russian Federation,44284,365,255,364746,Germans,36517000,Chechen,36516000,Russians,36501000,,,dominant,minority,minority,0.9,0.05,0.05,39855.6,2214.2,2214.2
2003,Germany,Russian Federation,45568,365,255,364746,Germans,36517000,Chechen,36516000,Russians,36501000,,,dominant,minority,minority,0.9,0.05,0.05,41011.2,2278.4,2278.4
2004,Germany,Russian Federation,45030,365,255,364746,Germans,36517000,Chechen,36516000,Russians,36501000,,,dominant,minority,minority,0.9,0.05,0.05,40527,2251.5,2251.5
2005,Germany,Russian Federation,41732,365,255,364746,Germans,36517000,Chechen,36516000,Russians,36501000,,,dominant,minority,minority,0.9,0.05,0.05,37558.8,2086.6,2086.6
2006,Germany,Russian Federation,25347,365,255,364746,Germans,36517000,Chechen,36516000,Russians,36501000,,,majority,minority,minority,0.6,0.2,0.05,15208.2,5069.4,1267.35
2007,Germany,Russian Federation,30424,365,255,364746,Germans,36517000,Chechen,36516000,Russians,36501000,,,majority,minority,minority,0.6,0.2,0.05,18254.4,6084.8,1521.2
2008,Germany,Russian Federation,35505,365,255,364746,Germans,36517000,Chechen,36516000,Russians,36501000,,"As of early 2008, approximately 10,000 Chechens live in Germany.",majority,minority,minority,0.6,0.2,0.05,21303,7101,1775.25
2009,Germany,Russian Federation,37642,365,255,364746,Germans,36517000,Chechen,36516000,Russians,36501000,,,majority,minority,minority,0.6,0.2,0.05,22585.2,7528.4,1882.1
2010,Germany,Russian Federation,39460,365,255,364746,Chechens,36516000,Russians,36501000,Kumyks,36534000,BAMF,,minority,minority,minority,0.3,0.1,0.05,11838,3946,1973
2011,Germany,Russian Federation,39816,365,255,364746,Chechens,36516000,Russians,36501000,Ingush,36533000,BAMF,,majority,minority,minority,0.6,0.2,0.05,23889.6,7963.2,1990.8
2012,Germany,Russian Federation,40204,365,255,364746,Chechens,36516000,Kumyks,36534000,Ingush,36533000,BAMF,,majority,minority,minority,0.6,0.2,0.05,24122.4,8040.8,2010.2
2013,Germany,Russian Federation,4358,365,255,364746,Chechens,36516000,Ingush,36533000,Russians,36501000,BAMF,,majority,minority,minority,0.6,0.2,0.05,2614.8,871.6,217.9
2014,Germany,Russian Federation,4608,365,255,364746,Chechens,36516000,Ingush,36533000,Russians,36501000,BAMF,,majority,minority,minority,0.6,0.2,0.05,2764.8,921.6,230.4
2015,Germany,Russian Federation,4856,365,255,364746,Chechens,36516000,,,,,BAMF,,majority,,,0.65,,,3156.4,,
2016,Germany,Russian Federation,5255,365,255,364746,Chechens,36516000,,,,,BAMF,,majority,,,0.65,,,3415.75,,
2017,Germany,Russian Federation,6960,365,255,364746,Chechens,36516000,,,,,BAMF,,dominant,,,0.95,,,6612,,
2018,Germany,Russian Federation,8119,365,255,364746,Chechens,36516000,,,,,BAMF,,majority,,,0.65,,,5277.35,,
2019,Germany,Russian Federation,8722,365,255,364746,Chechens,36516000,,,,,BAMF,,majority,,,0.65,,,5669.3,,
2020,Germany,Russian Federation,8548,365,255,364746,Chechens,36516000,,,,,BAMF,,majority,,,0.65,,,5556.2,,
2002,Germany,Latvia,2415,367,255,501476,,,,,,,,,,,,,,,,,
2003,Germany,Latvia,2451,367,255,501476,,,,,,,,,,,,,,,,,
2004,Germany,Latvia,2202,367,255,501476,,,,,,,,,,,,,,,,,
2002,Germany,Ukraine,53502,369,255,587350,Germans,,,,,,,,,,,,,,,,
2003,Germany,Ukraine,57309,369,255,587350,Germans,,,,,,,,,,,,,,,,
2004,Germany,Ukraine,57693,369,255,587350,Germans,,,,,,,,,,,,,,,,
2005,Germany,Ukraine,56276,369,255,587350,Germans,,,,,,,,,,,,,,,,
2006,Germany,Ukraine,16446,369,255,587350,Germans,,,,,,,,,,,,,,,,
2007,Germany,Ukraine,19573,369,255,587350,Germans,,,,,,,,,,,,,,,,
2008,Germany,Ukraine,22156,369,255,587350,Germans,,,,,,,,,,,,,,,,
2009,Germany,Ukraine,18412,369,255,587350,Germans,,,,,,,,,,,,,,,,
2010,Germany,Ukraine,19398,369,255,587350,Ukrainians,36901000,,,,,UNHCR:  Ukranian Refugees in Western Europe,"The congregation is mostly made up of ethnic Ukrainians, members of a community that numbers hundreds of thousands and has been growing rapidly since the start of the conflict in eastern Ukraine.",dominant,,,0.95,,,18428.1,,
2011,Germany,Ukraine,19922,369,255,587350,Ukrainians,36901000,,,,,UNHCR:  Ukranian Refugees in Western Europe,"The congregation is mostly made up of ethnic Ukrainians, members of a community that numbers hundreds of thousands and has been growing rapidly since the start of the conflict in eastern Ukraine.",dominant,,,0.95,,,18925.9,,
2012,Germany,Ukraine,20059,369,255,587350,Ukrainians,36901000,,,,,UNHCR:  Ukranian Refugees in Western Europe,"The congregation is mostly made up of ethnic Ukrainians, members of a community that numbers hundreds of thousands and has been growing rapidly since the start of the conflict in eastern Ukraine.",dominant,,,0.95,,,19056,,
2002,Germany,Belarus,2449,370,255,571643,Poles,,,,,,,,,,,,,,,,
2003,Germany,Belarus,2973,370,255,571643,,,,,,,,,,,,,,,,,
2004,Germany,Belarus,3281,370,255,571643,,,,,,,,,,,,,,,,,
2005,Germany,Belarus,3218,370,255,571643,,,,,,,,,,,,,,,,,
1992,Poland,Serbia,2500,345,290,334486,,,,,,,,,,,,,,,,,
2005,Poland,Russian Federation,3785,365,290,0,Chechen,36516000,,,,,UNHCR,mainly of Chechen origin,dominant,,,0.95,,,3595.75,,
2006,Poland,Russian Federation,6024,365,290,0,Chechen,36516000,,,,,UNHCR,,dominant,,,0.95,,,5722.8,,
2007,Poland,Russian Federation,9355,365,290,0,Chechen,36516000,,,,,www.bulletinofgeography.umk.pl/11_2009/05_galka.pdf,,dominant,,,0.95,,,8887.25,,
2008,Poland,Russian Federation,12034,365,290,0,Chechen,36516000,,,,,UNHCR,,dominant,,,0.95,,,11432.3,,
2009,Poland,Russian Federation,14510,365,290,0,Chechen,36516000,,,,,UNHCR,,dominant,,,0.95,,,13784.5,,
2010,Poland,Russian Federation,14730,365,290,0,Chechens,36516000,,,,,"Huerou: Chechnya at War and Beyond ""Chechen Refugees in Europe""",Poland has been one of the main receiving countries of Chechens in Europe,majority,,,0.65,,,9574.5,,
2011,Poland,Russian Federation,14897,365,290,0,Chechens,36516000,,,,,"Huerou: Chechnya at War and Beyond ""Chechen Refugees in Europe""",Poland has been one of the main receiving countries of Chechens in Europe,majority,,,0.65,,,9683.05,,
2012,Poland,Russian Federation,14938,365,290,0,Chechens,36516000,,,,,"Huerou: Chechnya at War and Beyond ""Chechen Refugees in Europe""",Poland has been one of the main receiving countries of Chechens in Europe,majority,,,0.65,,,9709.7,,
2013,Poland,Russian Federation,15149,365,290,0,Chechens,36516000,,,,,"Huerou: Chechnya at War and Beyond ""Chechen Refugees in Europe""",Poland has been one of the main receiving countries of Chechens in Europe,majority,,,0.65,,,9846.85,,
2014,Poland,Russian Federation,14277,365,290,0,Chechens,36516000,,,,,http://www.dw.com/en/how-eu-countries-handle-the-refugee-crisis/a-18646316,"In 2014, 8,020 people filed an application, much fewer than in the previous year. Around half of the applicants are Russian citizens, most of whom are Chechens (91 percent).",majority,,,0.65,,,9280.05,,
2015,Poland,Russian Federation,12304,365,290,0,Chechens,36516000,,,,,http://www.eng.kavkaz-uzel.eu/articles/35126/,"According to the Office for Foreigners' Matters, in 2014, only Poland received 3663 refugees from Chechnya, and from January to November 2015  2500 refugees",dominant,,,0.95,,,11688.8,,
2016,Poland,Russian Federation,9864,365,290,0,Chechens,36516000,,,,,"Huerou: Chechnya at War and Beyond ""Chechen Refugees in Europe""",Poland has been one of the main receiving countries of Chechens in Europe,majority,,,0.65,,,6411.6,,
2017,Poland,Russian Federation,9950,365,290,0,Chechens,36516000,,,,,"Huerou: Chechnya at War and Beyond ""Chechen Refugees in Europe""",Poland has been one of the main receiving countries of Chechens in Europe,majority,,,0.65,,,6467.5,,
2018,Poland,Russian Federation,9893,365,290,0,Chechens,36516000,,,,,"Huerou: Chechnya at War and Beyond ""Chechen Refugees in Europe""",Poland has been one of the main receiving countries of Chechens in Europe,majority,,,0.65,,,6430.45,,
2019,Poland,Russian Federation,9870,365,290,0,Chechens,36516000,,,,,"Huerou: Chechnya at War and Beyond ""Chechen Refugees in Europe""",Poland has been one of the main receiving countries of Chechens in Europe,majority,,,0.65,,,6415.5,,
2020,Poland,Russian Federation,9855,365,290,0,Chechens,36516000,,,,,"Huerou: Chechnya at War and Beyond ""Chechen Refugees in Europe""",Poland has been one of the main receiving countries of Chechens in Europe,majority,,,0.65,,,6405.75,,
1992,Austria,Serbia,42918,345,305,240801,,,Serbs,34501000,,,,,,,,,,,,,
1993,Austria,Serbia,39728,345,305,240801,,,,,,,,,,,,,,,,,
1999,Austria,Serbia,5237,345,305,240801,Albanians,34506000,,,,,USCRI,,majority,,,0.65,,,3404.05,,
2000,Austria,Serbia,3931,345,305,240801,Albanians,34506000,,,,,USCRI,,majority,,,0.65,,,2555.15,,
2001,Austria,Serbia,4099,345,305,240801,Albanians,34506000,,,,,USCRI,,majority,,,0.65,,,2664.35,,
2002,Austria,Serbia,4138,345,305,240801,Albanians,34506000,,,,,USCRI,,majority,,,0.65,,,2689.7,,
2003,Austria,Serbia,4265,345,305,240801,Albanians,34506000,,,,,USCRI,,majority,,,0.65,,,2772.25,,
2004,Austria,Serbia,4715,345,305,240801,Albanians,34506000,,,,,USCRI,,majority,,,0.65,,,3064.75,,
2006,Austria,Serbia,5485,345,305,240801,Albanians,34506000,,,,,USCRI,,majority,,,0.65,,,3565.25,,
2007,Austria,Serbia,5783,345,305,240801,Albanians,34506000,,,,,USCRI,,majority,,,0.65,,,3758.95,,
2008,Austria,Serbia,6218,345,305,240801,Albanians,34506000,,,,,USCRI,,majority,,,0.65,,,4041.7,,
2009,Austria,Serbia,3473,345,305,240801,Albanians,34506000,,,,,,,majority,,,0.65,,,2257.45,,
2010,Austria,Serbia and Kosovo (S/RES/1244 (1999)),3353,345,305,123841,Roma,34012000,Albanians,33901000,Serbs,34102000,EASO: Asylanträge aus den westlichen Balkanstaaten 2014,"Die Asylbewerber aus den westlichen Balkanstaaten setzen sich in erster Linie aus Roma aus Serbien und der EJRM sowie aus Albanern aus Albanien und dem Kosovo zusammen. ... d kann daher mit den speziellen Faktoren zusammenhängen, die dort die G",majority,minority,minority,0.6,0.2,0.05,2011.8,670.6,167.65
